GERENCIA_SERVICIOS,EQUIPO_COMERCIAL,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,TARIFA,CONEXIONES_AGUA,CONEXIONES_ALCANTARILLADO,ANIO,MES,FECHA_CORTE
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LA MOLINA,150114,SOCIAL,33,18,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LA MOLINA,150114,DOMESTICO,29058,26620,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LA MOLINA,150114,COMERCIAL,1270,880,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LA MOLINA,150114,INDUSTRIAL,118,116,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LA MOLINA,150114,ESTATAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LURIGANCHO,150118,SOCIAL,41,10,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LURIGANCHO,150118,DOMESTICO,30368,29700,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LURIGANCHO,150118,COMERCIAL,510,479,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LURIGANCHO,150118,INDUSTRIAL,70,76,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,LURIGANCHO,150118,ESTATAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SAN LUIS,150134,SOCIAL,5,2,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SAN LUIS,150134,DOMESTICO,7028,6460,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SAN LUIS,150134,COMERCIAL,1092,841,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SAN LUIS,150134,INDUSTRIAL,199,184,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SAN LUIS,150134,ESTATAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,CIENEGUILLA,150109,SOCIAL,22,12,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,CIENEGUILLA,150109,DOMESTICO,3597,3504,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,CIENEGUILLA,150109,COMERCIAL,107,95,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,CIENEGUILLA,150109,INDUSTRIAL,9,8,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,CIENEGUILLA,150109,ESTATAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SANTA ANITA,150137,SOCIAL,36,23,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SANTA ANITA,150137,DOMESTICO,23165,22345,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SANTA ANITA,150137,COMERCIAL,1106,934,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SANTA ANITA,150137,INDUSTRIAL,82,78,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,LIMA,SANTA ANITA,150137,ESTATAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,HUAROCHIRI,SAN ANTONIO DE HUAROCHIRI,150709,SOCIAL,4,1,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,HUAROCHIRI,SAN ANTONIO DE HUAROCHIRI,150709,DOMESTICO,9139,9084,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,HUAROCHIRI,SAN ANTONIO DE HUAROCHIRI,150709,COMERCIAL,80,80,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,HUAROCHIRI,SAN ANTONIO DE HUAROCHIRI,150709,INDUSTRIAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS ATE-VITARTE,LIMA,HUAROCHIRI,SAN ANTONIO DE HUAROCHIRI,150709,ESTATAL,0,0,2023,202304,20230505
GERENCIA CENTRO,CS SJLURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,SOCIAL,902,169,2023,202304,20230505
GERENCIA CENTRO,CS SJLURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,DOMESTICO,160296,154507,2023,202304,20230505
GERENCIA CENTRO,CS SJLURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,COMERCIAL,6877,5252,2023,202304,20230505
GERENCIA CENTRO,CS SJLURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,INDUSTRIAL,914,822,2023,202304,20230505
GERENCIA CENTRO,CS SJLURIGANCHO,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,ESTATAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,LURIN,150119,SOCIAL,66,31,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,LURIN,150119,DOMESTICO,9148,10506,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,LURIN,150119,COMERCIAL,347,344,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,LURIN,150119,INDUSTRIAL,29,27,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,LURIN,150119,ESTATAL,1,1,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PACHACAMAC,150123,SOCIAL,61,34,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PACHACAMAC,150123,DOMESTICO,16338,16275,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PACHACAMAC,150123,COMERCIAL,318,297,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PACHACAMAC,150123,INDUSTRIAL,16,17,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PACHACAMAC,150123,ESTATAL,2,2,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUCUSANA,150124,SOCIAL,17,10,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUCUSANA,150124,DOMESTICO,1704,1672,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUCUSANA,150124,COMERCIAL,52,51,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUCUSANA,150124,INDUSTRIAL,1,1,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUCUSANA,150124,ESTATAL,2,2,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA NEGRA,150127,SOCIAL,25,5,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA NEGRA,150127,DOMESTICO,2248,2152,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA NEGRA,150127,COMERCIAL,32,30,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA NEGRA,150127,INDUSTRIAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA NEGRA,150127,ESTATAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA HERMOSA,150126,SOCIAL,2,2,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA HERMOSA,150126,DOMESTICO,2466,2500,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA HERMOSA,150126,COMERCIAL,58,59,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA HERMOSA,150126,INDUSTRIAL,3,3,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,PUNTA HERMOSA,150126,ESTATAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN BARTOLO,150129,SOCIAL,7,7,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN BARTOLO,150129,DOMESTICO,2444,2370,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN BARTOLO,150129,COMERCIAL,68,63,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN BARTOLO,150129,INDUSTRIAL,11,12,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN BARTOLO,150129,ESTATAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,SOCIAL,164,125,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,DOMESTICO,58448,55796,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,COMERCIAL,1601,1426,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,INDUSTRIAL,85,73,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,ESTATAL,1,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,SOCIAL,400,194,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,DOMESTICO,67107,66512,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,COMERCIAL,1345,1246,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,INDUSTRIAL,128,127,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,ESTATAL,2,2,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SANTA MARIA DEL MAR,150138,SOCIAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SANTA MARIA DEL MAR,150138,DOMESTICO,212,208,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SANTA MARIA DEL MAR,150138,COMERCIAL,1,1,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SANTA MARIA DEL MAR,150138,INDUSTRIAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,SANTA MARIA DEL MAR,150138,ESTATAL,0,0,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA EL SALVADOR,150142,SOCIAL,192,161,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA EL SALVADOR,150142,DOMESTICO,69113,68288,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA EL SALVADOR,150142,COMERCIAL,1896,1777,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA EL SALVADOR,150142,INDUSTRIAL,360,354,2023,202304,20230505
GERENCIA SUR,CS VILLA SALVADOR,LIMA,LIMA,VILLA EL SALVADOR,150142,ESTATAL,5,3,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,BARRANCO,150104,SOCIAL,9,8,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,BARRANCO,150104,DOMESTICO,5642,3905,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,BARRANCO,150104,COMERCIAL,946,659,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,BARRANCO,150104,INDUSTRIAL,64,62,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,BARRANCO,150104,ESTATAL,4,4,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,CHORRILLOS,150108,SOCIAL,80,3058,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,CHORRILLOS,150108,DOMESTICO,41567,36975,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,CHORRILLOS,150108,COMERCIAL,1944,1591,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,CHORRILLOS,150108,INDUSTRIAL,314,295,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,CHORRILLOS,150108,ESTATAL,21,19,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,LINCE,150116,SOCIAL,4,4,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,LINCE,150116,DOMESTICO,8313,6067,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,LINCE,150116,COMERCIAL,2039,1497,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,LINCE,150116,INDUSTRIAL,158,145,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,LINCE,150116,ESTATAL,10,10,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,MIRAFLORES,150122,SOCIAL,7,6,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,MIRAFLORES,150122,DOMESTICO,12523,10104,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,MIRAFLORES,150122,COMERCIAL,3331,2462,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,MIRAFLORES,150122,INDUSTRIAL,275,273,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,MIRAFLORES,150122,ESTATAL,12,12,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN ISIDRO,150131,SOCIAL,12,10,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN ISIDRO,150131,DOMESTICO,8893,7803,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN ISIDRO,150131,COMERCIAL,2003,1690,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN ISIDRO,150131,INDUSTRIAL,173,181,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN ISIDRO,150131,ESTATAL,14,14,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SANTIAGO DE SURCO,150140,SOCIAL,43,14,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SANTIAGO DE SURCO,150140,DOMESTICO,48613,37095,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SANTIAGO DE SURCO,150140,COMERCIAL,3645,1957,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SANTIAGO DE SURCO,150140,INDUSTRIAL,395,326,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SANTIAGO DE SURCO,150140,ESTATAL,14,10,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SURQUILLO,150141,SOCIAL,15,14,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SURQUILLO,150141,DOMESTICO,11337,9426,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SURQUILLO,150141,COMERCIAL,2270,1626,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SURQUILLO,150141,INDUSTRIAL,189,169,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SURQUILLO,150141,ESTATAL,1,1,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN BORJA,150130,SOCIAL,11,11,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN BORJA,150130,DOMESTICO,18084,12883,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN BORJA,150130,COMERCIAL,1794,1092,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN BORJA,150130,INDUSTRIAL,99,102,2023,202304,20230505
GERENCIA SUR,CS SURQUILLO,LIMA,LIMA,SAN BORJA,150130,ESTATAL,5,5,2023,202304,20230505
COMERCIAL,GRANDES CLIENTES,LIMA,LIMA,GRANDES CLIENTES,150101,SOCIAL,209,168,2023,202304,20230505
COMERCIAL,GRANDES CLIENTES,LIMA,LIMA,GRANDES CLIENTES,150101,DOMESTICO,357,326,2023,202304,20230505
COMERCIAL,GRANDES CLIENTES,LIMA,LIMA,GRANDES CLIENTES,150101,COMERCIAL,8172,3812,2023,202304,20230505
COMERCIAL,GRANDES CLIENTES,LIMA,LIMA,GRANDES CLIENTES,150101,INDUSTRIAL,559,500,2023,202304,20230505
COMERCIAL,GRANDES CLIENTES,LIMA,LIMA,GRANDES CLIENTES,150101,ESTATAL,5865,5404,2023,202304,20230505
,,,,,,,,,,,
